id,name,symbol,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,platform,cmc_rank,last_updated,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,last_updated
3978,Chromia,CHR,chromia,51,2019-05-28T00:00:00.000Z,1000000000,429822500,471970667.5,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8a2279d4a90b6fe1c4b30fa660cc9f926797baa2'}",152,2021-11-14T08:46:09.000Z,1.183879211,301458479.3,-44.5688,-0.90360912,-3.2329665,34.33087457,270.3602464,261.2684467,186.5613167,508857922.3,0.0181,1183879211,2021-11-14T08:46:09.000Z
6951,Reef,REEF,reef,69,2020-09-08T00:00:00.000Z,,15973552172,15934019762,,153,2021-11-14T08:47:08.000Z,0.031243587,57251502.54,-4.0123,-0.45403877,0.272299,-10.29175247,35.58767795,30.06577326,38.01862332,499071074.3,0.0178,497835940,2021-11-14T08:47:08.000Z
2856,CEEK VR,CEEK,ceek-vr,21,2018-06-11T00:00:00.000Z,,737545460.2,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb056c38f6b7dc4064367403e26424cd2c60655e1'}",154,2021-11-14T08:46:09.000Z,0.674751348,27610429.77,11.5215,1.7513937,15.42029933,168.1465981,5032.787579,4372.35163,12122.88421,497659793.6,0.0177,674751348.1,2021-11-14T08:46:09.000Z
2496,Polymath,POLY,polymath-network,35,2018-02-02T00:00:00.000Z,,761698803,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec'}",155,2021-11-14T08:47:06.000Z,0.651581606,12342320.24,2.659,-0.18881397,0.43332782,-4.08510112,-6.77050799,-6.77064628,107.3348703,496308929.1,0.0177,651581605.7,2021-11-14T08:47:06.000Z
4279,Swipe,SXP,swipe,109,2019-08-26T00:00:00.000Z,239612084,192768788.6,285368788.7,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9'}",156,2021-11-14T08:47:04.000Z,2.535201657,203260186,74.4737,-1.14646565,2.07496856,5.7161653,9.0262795,-10.59130459,-28.00748,488707752.2,0.0174,607464952.3,2021-11-14T08:47:04.000Z
5161,WazirX,WRX,wazirx,56,2020-02-06T00:00:00.000Z,,317846918,972280002,"{'id': 1839, 'name': 'Binance Chain (BEP2)', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'WRX-ED1'}",157,2021-11-14T08:47:03.000Z,1.520726074,41185526.99,-5.8648,-1.00776606,-0.51321262,-1.28162974,24.26340011,27.68408306,0.08823579,483358095.9,0.0172,1478571551,2021-11-14T08:47:03.000Z
3884,Function X,FX,function-x,16,2019-04-25T00:00:00.000Z,1893022625,408520357,408520357,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8c15ef5b4b21951d50e53e4fbda8298ffad25057'}",158,2021-11-14T08:46:09.000Z,1.172200735,2095932.378,-54.8353,0.2882929,-0.60481121,-3.18330902,1.65785615,62.86991711,150.8363323,478867862.6,0.017,2219002512,2021-11-14T08:46:09.000Z
5026,Orchid,OXT,orchid,61,2019-12-16T00:00:00.000Z,,690690083.8,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4575f41308EC1483f3d399aa9a2826d74Da13Deb'}",159,2021-11-14T08:46:10.000Z,0.692176583,302739815.1,185.0446,2.16546396,14.14478478,37.89791201,70.63606812,84.64668041,73.29046534,478079502.3,0.017,692176583.3,2021-11-14T08:46:10.000Z
2780,NKN,NKN,nkn,34,2018-05-28T00:00:00.000Z,1000000000,700000000,700000000,,160,2021-11-14T08:47:08.000Z,0.662984947,46703620.68,-52.5752,-0.30862004,-4.31949628,24.23719974,82.20545652,65.20132786,59.14988347,464089462.6,0.0165,662984946.5,2021-11-14T08:47:08.000Z
1214,Lisk,LSK,lisk,56,2016-04-06T00:00:00.000Z,,128900444.5,144818773,,161,2021-11-14T08:47:04.000Z,3.517982912,15124783.09,-76.6302,-0.34162326,-2.02389321,1.56901735,5.76460747,-1.34653531,-25.58940961,453469561.2,0.0161,509469968.8,2021-11-14T08:47:04.000Z
3992,COTI,COTI,coti,52,2019-06-04T00:00:00.000Z,2000000000,868672118,2000000000,,162,2021-11-14T08:46:10.000Z,0.521398943,70064699.81,40.3187,-0.29191588,4.63991974,-5.05834153,1.90352,63.93782775,127.9882877,452924723.7,0.0161,1042797885,2021-11-14T08:46:10.000Z
1732,Numeraire,NMR,numeraire,51,2017-06-23T00:00:00.000Z,11000000,10197289.72,10970820.91,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1776e1F26f98b1A5dF9cD347953a26dd3Cb46671'}",163,2021-11-14T08:47:08.000Z,44.12047044,15227459.1,-17.7239,-0.05363182,1.49509744,-2.19209856,3.59670286,-0.85717233,3.86265106,449909219.5,0.016,485325174.9,2021-11-14T08:47:08.000Z
8642,Fei USD,FEI,fei-usd,20,2021-03-02T00:00:00.000Z,,424996177.8,426116732.7,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x956F47F50A910163D8BF957Cf5846D573E7f87CA'}",164,2021-11-14T08:47:06.000Z,0.999446197,18080925.7,11.754,0.44858708,-0.24353832,0.23307882,0.7427021,-0.48997463,-0.58436728,424760813.6,0.0151,425880748,2021-11-14T08:47:06.000Z
7064,BakeryToken,BAKE,bakerytoken,52,2020-09-15T00:00:00.000Z,,193529487.4,289770790.8,"{'id': 1839, 'name': 'Binance Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': '0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5'}",165,2021-11-14T08:46:10.000Z,2.180575757,78494192.67,18.9753,-0.91463102,5.83774118,3.19455775,5.78104942,1.40694961,-20.13414006,422005708.5,0.015,631867161.7,2021-11-14T08:46:10.000Z
8891,Bitcoin Standard Hashrate Token,BTCST,btc-standard-hashrate-token,17,2021-03-19T00:00:00.000Z,15000000,11421012.85,15000000,"{'id': 1839, 'name': 'Binance Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': '0x78650b139471520656b9e7aa7a5e9276814a38e9'}",166,2021-11-14T08:47:08.000Z,36.85493093,14610656.82,-17.0539,-1.23371563,-1.47442224,1.4899938,-19.91059125,93.77257248,44.37290705,420920639.9,0.015,552823964,2021-11-14T08:47:08.000Z
3012,VeThor Token,VTHO,vethor-token,28,2018-07-30T00:00:00.000Z,,42205906581,42205906581,,167,2021-11-14T08:46:10.000Z,0.009967849,28231199.09,49.9411,-0.06676781,-3.13001394,-11.51624459,6.97882533,0.84394249,-31.39268183,420702121.3,0.015,420702121.3,2021-11-14T08:46:10.000Z
5117,Origin Protocol,OGN,origin-protocol,73,2020-01-09T00:00:00.000Z,,351815554.5,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8207c1ffc5b6804f6024322ccf34f29c3541ae26'}",168,2021-11-14T08:46:11.000Z,1.133919047,52984044.64,-45.9333,-0.87317619,-7.85448132,13.27869039,42.71627344,10.14457903,4.10461739,398930358.4,0.0142,1133919047,2021-11-14T08:46:11.000Z
2222,Bitcoin Diamond,BCD,bitcoin-diamond,25,2017-11-24T00:00:00.000Z,210000000,186492898,189492898,,169,2021-11-14T08:47:04.000Z,2.036524758,3814638.471,-23.6658,-0.39092609,-0.71952276,1.41197629,-10.99583457,-5.67271285,-30.70255552,379797403.9,0.0135,427670199.2,2021-11-14T08:47:04.000Z
4189,Ultra,UOS,ultra,22,2019-07-30T00:00:00.000Z,,282785230.1,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c'}",170,2021-11-14T08:47:03.000Z,1.326910623,8613600.874,-52.2832,-2.31124591,-0.47607925,29.77863832,137.9744308,62.49641111,78.83425261,375230725.9,0.0134,1326910623,2021-11-14T08:47:03.000Z
2303,MediBloc,MED,medibloc,7,2017-12-22T00:00:00.000Z,,5382401140,7697598449,,171,2021-11-14T08:47:04.000Z,0.069165881,7781275.788,-32.1956,0.14469951,0.31882982,-3.30519217,3.45268549,-6.06986905,-16.43713116,372278518.9,0.0133,532411181.4,2021-11-14T08:47:04.000Z
1637,iExec RLC,RLC,rlc,53,2017-04-20T00:00:00.000Z,,80070793.24,86999784.99,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x607f4c5bb672230e8672085532f7e901544a7375'}",172,2021-11-14T08:47:07.000Z,4.445864089,19550653.58,1.2504,-1.8069355,1.96050154,-7.15862083,-5.07670666,7.92605137,3.18900026,355983864.2,0.0127,386789219.8,2021-11-14T08:47:07.000Z
7334,Conflux,CFX,conflux-network,29,2020-11-11T00:00:00.000Z,,1145016238,1145016238,,173,2021-11-14T08:47:04.000Z,0.308325851,11485256.96,-31.599,0.2170223,-0.05342398,-8.14792133,-3.76492601,17.34039122,-13.67102011,353038106.1,0.0126,353038106.1,2021-11-14T08:47:04.000Z
7859,Badger DAO,BADGER,badger-dao,55,2020-12-04T00:00:00.000Z,21000000,10285848.6,21000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3472a5a71965499acd81997a54bba8d852c6e53d'}",174,2021-11-14T08:47:08.000Z,33.74318597,40196435.78,138.6125,0.10551871,8.15295126,4.97305021,5.31257051,62.29810055,26.28322683,347077302.1,0.0124,708606905.4,2021-11-14T08:47:08.000Z
3801,BORA,BORA,bora,4,2019-03-18T00:00:00.000Z,,888428413.8,1205750000,"{'id': 4256, 'name': 'Klaytn', 'symbol': 'KLAY', 'slug': 'klaytn', 'token_address': '0x02cbe46fb8a1f579254a9b485788f2d86cad51aa'}",175,2021-11-14T08:47:08.000Z,0.389175885,136214028.3,56.2333,0.82604909,4.40047028,10.79752299,116.0631453,103.0500249,78.95661559,345754914.5,0.0123,469248823.7,2021-11-14T08:47:08.000Z
3673,ASD,ASD,bitmax-token,7,2019-01-08T00:00:00.000Z,,660615274,780615274,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xff742d05420b6aca4481f635ad8341f81a6300c2'}",176,2021-11-14T08:47:07.000Z,0.507180161,2012018.574,-13.1066,-0.1085712,-3.66122234,-16.65339843,21.94149833,-0.49643578,12.5850562,335050961,0.0119,395912580.4,2021-11-14T08:47:07.000Z
7653,Oasis Network,ROSE,oasis-network,29,2020-11-12T00:00:00.000Z,10000000000,1500000000,10000000000,,177,2021-11-14T08:47:06.000Z,0.222739169,49758567.53,-50.8982,-1.82456115,-6.45861928,15.57853046,9.60143955,-6.97749285,115.3948189,334108753.6,0.0119,2227391690,2021-11-14T08:47:06.000Z
7535,Keep3rV1,KP3R,keep3rv1,30,2020-10-28T00:00:00.000Z,201643,200001,200001,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44'}",178,2021-11-14T08:47:05.000Z,1655.324997,369036218.8,-45.4582,-2.03349123,-15.74365947,400.4336539,405.2615218,275.2538434,1014.500796,331066654.8,0.0118,333784698.5,2021-11-14T08:47:05.000Z
8766,MyNeighborAlice,ALICE,myneighboralice,65,2021-03-10T00:00:00.000Z,100000000,23000000,100000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xAC51066d7bEC65Dc4589368da368b212745d63E8'}",179,2021-11-14T08:47:07.000Z,14.27602446,132632911.3,-36.3333,-0.60401489,-2.56948039,-0.04149823,20.72042745,12.52270858,1.74322516,328348562.5,0.0117,1427602446,2021-11-14T08:47:07.000Z
5350,Proton,XPR,proton,11,2020-04-06T00:00:00.000Z,,8419963390,12280407329,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd7efb00d12c2c13131fd319336fdf952525da2af'}",180,2021-11-14T08:47:04.000Z,0.03881439,18543336.48,-51.6893,-1.72064865,0.06856867,12.47640107,41.34824354,390.4946708,652.0386426,326815743,0.0116,476656519.7,2021-11-14T08:47:04.000Z
4705,PAX Gold,PAXG,pax-gold,48,2019-09-26T00:00:00.000Z,,173619.937,173619.937,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x45804880de22913dafe09f4980848ece6ecbaf78'}",181,2021-11-14T08:47:08.000Z,1872.763405,11249580.28,-28.7646,0.02286658,-0.06296332,2.85927893,4.42671439,3.75837492,5.26906287,325149064.3,0.0116,325149064.3,2021-11-14T08:47:08.000Z
5370,Hive,HIVE,hive-blockchain,31,2020-03-26T00:00:00.000Z,,395510864.3,395510864.3,,182,2021-11-14T08:47:05.000Z,0.820274854,17467076.13,72.0858,-0.53119585,0.90981737,0.36259659,6.02590143,9.77253289,68.48851679,324427616.6,0.0115,324427616.6,2021-11-14T08:47:05.000Z
1759,Status,SNT,status,69,2017-06-28T00:00:00.000Z,,3470483788,6804870174,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x744d70fdbe2ba4cf95131626614a1763df805b9e'}",183,2021-11-14T08:47:08.000Z,0.093302166,9133685.734,-28.294,-0.22665687,0.27656149,-1.5776983,4.76659468,-1.48418056,-10.5479399,323803655.1,0.0115,634909127.8,2021-11-14T08:47:08.000Z
1320,Ardor,ARDR,ardor,23,2016-07-23T00:00:00.000Z,998999495,998999495,998999495,,184,2021-11-14T08:47:05.000Z,0.32057228,8355433.827,-16.6218,0.24222429,0.24514805,-5.80133351,-1.03147315,-5.58776621,13.77047366,320251545.4,0.0114,320251545.4,2021-11-14T08:47:05.000Z
1816,Civic,CVC,civic,66,2017-07-17T00:00:00.000Z,,670000000,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x41e5560054824ea6b0732e656e3ad64e20e94e45'}",185,2021-11-14T08:46:09.000Z,0.471086225,26511873.72,-31.3729,0.08703601,1.00438886,-4.23583003,-0.6036276,-6.79431441,34.15365915,315627770.5,0.0112,471086224.6,2021-11-14T08:46:09.000Z
2758,Unibright,UBT,unibright,19,2018-05-21T00:00:00.000Z,150000000,149999999.2,150000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8400d94a5cb0fa0d041a3788e395285d61c9ee5e'}",186,2021-11-14T08:47:08.000Z,2.081444359,659506.3005,-10.3356,-3.06587417,-5.19655512,-1.71876076,-3.7431045,-35.46489839,-2.287945,312216652.3,0.0111,312216653.8,2021-11-14T08:47:08.000Z
3217,Ontology Gas,ONG,ontology-gas,43,2018-08-23T00:00:00.000Z,1000000000,265097550.3,1000000000,,187,2021-11-14T08:47:03.000Z,1.174871188,8098630.019,-13.6597,-0.16504993,0.82459815,-3.48816373,2.16011694,5.17282056,25.74596887,311455473.8,0.0111,1174871188,2021-11-14T08:47:03.000Z
4679,Band Protocol,BAND,band-protocol,131,2019-09-18T00:00:00.000Z,,35191821,100000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xba11d00c5f74255f56a5e366f4f77f5a186d7f55'}",188,2021-11-14T08:47:07.000Z,8.802831978,44867329.47,17.746,-0.89932786,2.42374097,-4.92858424,12.23081219,-9.93907562,1.58175797,309787687.3,0.011,880283197.8,2021-11-14T08:47:07.000Z
5899,Casper,CSPR,casper,24,2020-07-21T00:00:00.000Z,,2521847719,10472846751,,189,2021-11-14T08:46:09.000Z,0.121108524,18315909.05,-21.9339,-1.21658945,1.97962104,3.43516314,6.00975269,-6.42913995,-5.85715107,305417254.3,0.0109,1268351009,2021-11-14T08:46:09.000Z
4120,Prometeus,PROM,prometeus,19,2019-07-17T00:00:00.000Z,,16450000,19250000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xfc82bb4ba86045af6f327323a46e80412b91b27d'}",190,2021-11-14T08:47:02.000Z,18.38023618,9811727.669,-19.3328,1.01439063,1.3075762,-2.52560757,1.50214564,-1.50215895,-8.71985388,302354885.2,0.0108,353819546.5,2021-11-14T08:47:02.000Z
1762,Ergo,ERG,ergo,17,2017-06-29T00:00:00.000Z,97739924,32012428,35316150,,191,2021-11-14T08:47:08.000Z,9.433353517,2491096.787,10.0919,0.1162778,0.29020952,2.46147192,-5.40062695,-45.14220376,-21.76865166,301984550.3,0.0108,922015255.8,2021-11-14T08:47:08.000Z
2297,StormX,STMX,stormx,31,2017-12-20T00:00:00.000Z,10000000000,10000000000,10000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbE9375C6a420D2eEB258962efB95551A5b722803'}",192,2021-11-14T08:47:04.000Z,0.030012254,12095877.97,-25.2796,-0.6080006,0.38778115,-9.09857922,-2.40035607,-10.9147017,-0.7943116,300122535.4,0.0107,300122535.4,2021-11-14T08:47:04.000Z
5268,Energy Web Token,EWT,energy-web-token,18,2020-03-28T00:00:00.000Z,100000000,30062138,48638535.44,,193,2021-11-14T08:47:04.000Z,9.875886732,2108667.045,9.5686,-0.16905748,3.45085062,-1.27116205,-15.50226782,-7.00123631,-4.60136549,296890269.8,0.0106,987588673.2,2021-11-14T08:47:04.000Z
2424,SingularityNET,AGIX,singularitynet,11,2018-01-18T00:00:00.000Z,1000000000,1000000000,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5B7533812759B45C2B44C19e320ba2cD2681b542'}",194,2021-11-14T08:47:05.000Z,0.29628713,6560745.104,-13.2695,-0.7436606,-2.0311101,-9.52975507,-13.67153046,-33.58590448,1.62893522,296287129.6,0.0105,296287129.6,2021-11-14T08:47:05.000Z
2868,Constellation,DAG,constellation,8,2018-06-20T00:00:00.000Z,3693588685,1266911931,3711998690,,195,2021-11-14T08:46:09.000Z,0.233092598,3002150.235,18.4522,-0.23583281,2.70929191,-0.85049099,16.53483566,-26.25218811,-14.9537237,295307793.1,0.0105,860948181.5,2021-11-14T08:46:09.000Z
2299,aelf,ELF,aelf,59,2017-12-21T00:00:00.000Z,1000000000,544480200,880000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbf2179859fc6D5BEE9Bf9158632Dc51678a4100e'}",196,2021-11-14T08:47:04.000Z,0.540486762,11770159.49,-35.5798,-0.12310044,0.1205151,-6.44508107,-11.04101982,-27.95039449,81.97160068,294284340,0.0105,540486761.6,2021-11-14T08:47:04.000Z
3816,Verasity,VRA,verasity,32,2019-04-03T00:00:00.000Z,10356466695,4470185346,19400882350,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf411903cbc70a74d22900a5de66a2dda66507255'}",197,2021-11-14T08:46:09.000Z,0.065608714,76799515.94,12.2792,-0.83810173,7.45699544,-10.89268468,22.57558279,78.63234095,204.8990588,293283112.6,0.0104,679474463.1,2021-11-14T08:46:09.000Z
7288,Venus,XVS,venus,54,2020-10-05T00:00:00.000Z,29960733,11477156,29960733,"{'id': 1839, 'name': 'Binance Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': '0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63'}",198,2021-11-14T08:47:03.000Z,24.68896259,14557934.32,-45.1578,-0.15149811,0.16056229,-8.88486757,-11.98180712,-28.55520575,-34.61337406,283359075.2,0.0101,739699416.3,2021-11-14T08:47:03.000Z
3835,Orbs,ORBS,orbs,25,2019-04-03T00:00:00.000Z,,2229950518,10000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xff56cc6b1e6ded347aa0b7676c85ab0b3d08b0fa'}",199,2021-11-14T08:46:08.000Z,0.124955233,7308681.23,-40.2465,-0.56246341,-0.90156644,-0.73997287,3.54248851,-12.5095501,25.44942194,278643987.5,0.0099,1249552334,2021-11-14T08:46:08.000Z
1343,Stratis,STRAX,stratis,21,2016-08-12T00:00:00.000Z,,130775715.4,130775715.4,,200,2021-11-14T08:47:05.000Z,2.075870141,6244251.783,-53.1684,0.11779079,-0.97114634,-2.11460178,-1.6359757,-18.85832029,-9.80850956,271473402.8,0.0097,271473402.8,2021-11-14T08:47:05.000Z
